,operating_airline,operating_airline_iata_code,published_airline,published_airline_iata_code,geo_summary,geo_region,landing_aircraft_type,aircraft_body_type,aircraft_manufacturer,aircraft_model,landing_count,total_landed_weight,year,month
2475,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B753,328,73472000,2017,6
2476,Compass Airlines,CP,American Airlines,AA,Domestic,US,Passenger,Regional Jet,Embraer,E170,338,25410164,2017,6
2477,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Passenger,Wide Body,Boeing,B773,19,10526000,2017,6
2478,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Passenger,Regional Jet,Embraer,E170,50,3747850,2017,6
2479,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Passenger,Wide Body,Airbus,A333,13,5302115,2017,6
2480,Air India Limited,AI,Air India Limited,AI,International,Asia,Passenger,Wide Body,Boeing,B773,1,554000,2017,6
2481,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,B737,1,129200,2017,6
2482,Thomas Cook Airlines,MT,Thomas Cook Airlines,MT,International,Europe,Passenger,Wide Body,Airbus,A333,1,407855,2017,6
2483,Emirates,EK,Emirates,EK,International,Asia,Passenger,Wide Body,Airbus,A388,30,25860210,2017,6
2484,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Passenger,Narrow Body,Airbus,A320,200,28439600,2017,6
2485,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Boeing,B738,65,9509500,2017,6
2486,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,B737,1167,149376000,2017,6
2487,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Passenger,Wide Body,Boeing,B773,30,16620000,2017,6
2488,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A319,7,941374,2017,6
2489,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,B738,232,33408000,2017,6
2490,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,McDonnell Douglas,MD11,1,481500,2017,6
2491,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ2,1358,63826000,2017,6
2492,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Airbus,A319,462,63658056,2017,6
2493,Virgin America,VX,Virgin America,VX,International,Mexico,Passenger,Narrow Body,Airbus,A319,1,137788,2017,6
2494,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,B738,100,14630000,2017,6
2495,Air France,AF,Air France,AF,International,Europe,Passenger,Wide Body,Boeing,B772,5,2300520,2017,6
2496,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Passenger,Regional Jet,Embraer,E170,13,974441,2017,6
2497,Air Pacific Limited dba Fiji Airways,FJ,Air Pacific Limited dba Fiji Airways,FJ,International,Australia / Oceania,Passenger,Wide Body,Airbus,A332,8,3174656,2017,6
2498,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Passenger,Narrow Body,Boeing,B736,3,361500,2017,6
2499,EVA Airways,BR,EVA Airways,BR,International,Asia,Freighter,Wide Body,Boeing,B744,4,2608000,2017,6
2500,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Passenger,Regional Jet,Bombardier,CRJ2,29,1363000,2017,6
2501,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B738,88,12874400,2017,6
2502,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Passenger,Wide Body,Airbus,A333,1,407855,2017,6
2503,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Passenger,Wide Body,Airbus,A332,60,24074460,2017,6
2504,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Passenger,Wide Body,Airbus,A343,13,5445414,2017,6
2505,Jazz Aviation,QK,Air Canada,AC,International,Canada,Passenger,Regional Jet,Bombardier,CRJ9,16,1201600,2017,6
2506,United Airlines,UA,United Airlines,UA,International,Middle East,Passenger,Wide Body,Boeing,B788,27,10260000,2017,6
2507,Kalitta Air,K4,Kalitta Air,K4,International,Canada,Freighter,Wide Body,Boeing,B744,1,652000,2017,6
2508,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,Domestic,US,Freighter,Wide Body,Boeing,B762,44,11968000,2017,6
2509,Air France,AF,Air France,AF,International,Europe,Passenger,Wide Body,Airbus,A388,30,25529520,2017,6
2510,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Passenger,Regional Jet,Embraer,E170,959,71883763,2017,6
2511,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Passenger,Wide Body,Boeing,B789,21,8925000,2017,6
2512,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Passenger,Wide Body,Boeing,B773,25,13850000,2017,6
2513,TACA,TA,TACA,TA,International,Central America,Passenger,Narrow Body,Airbus,A319,1,137789,2017,6
2514,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Passenger,Wide Body,Boeing,B773,30,16620000,2017,6
2515,United Airlines,UA,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,B788,83,31540000,2017,6
2516,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Wide Body,Boeing,B763,31,9920000,2017,6
2517,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Airbus,A320,776,110151652,2017,6
2518,EVA Airways,BR,EVA Airways,BR,International,Asia,Passenger,Wide Body,Boeing,B773,60,33240000,2017,6
2519,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A320,118,16918258,2017,6
2520,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Airbus,A320,40,5687920,2017,6
2521,China Airlines,CI,China Airlines,CI,International,Asia,Passenger,Wide Body,Airbus,A359,41,18717976,2017,6
2522,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,International,Mexico,Freighter,Wide Body,Boeing,B744,1,666000,2017,6
2523,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A321,48,8232020,2017,6
2524,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,B738,122,17568000,2017,6
2525,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Passenger,Wide Body,Boeing,B773,30,16620000,2017,6
2526,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Airbus,A321,878,150577000,2017,6
2527,British Airways,BA,British Airways,BA,International,Europe,Passenger,Wide Body,Boeing,B744,30,18900000,2017,6
2528,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A320,3,436515,2017,6
2529,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Airbus,A320,55,7820890,2017,6
2530,China Southern,CZ,China Southern,CZ,International,Asia,Passenger,Wide Body,Boeing,B773,33,18282000,2017,6
2531,United Airlines,UA,United Airlines,UA,International,Europe,Passenger,Wide Body,Boeing,B744,90,56700000,2017,6
2532,Virgin America,VX,Virgin America,VX,Domestic,US,Passenger,Narrow Body,Airbus,A319,144,19841472,2017,6
2533,XL Airways France,SE,XL Airways France,SE,International,Europe,Passenger,Wide Body,Airbus,A333,2,824528,2017,6
2534,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B789,26,11050000,2017,6
2535,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Boeing,B739,46,7235800,2017,6
2536,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Passenger,Wide Body,Boeing,B773,70,38780000,2017,5
2537,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Passenger,Wide Body,Airbus,A388,31,26775129,2017,5
2538,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B752,455,90090000,2017,5
2539,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Passenger,Wide Body,Airbus,A332,28,11146568,2017,5
2540,United Airlines,UA,United Airlines,UA,International,Europe,Passenger,Wide Body,Boeing,B789,56,23800000,2017,5
2541,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ2,1290,60657957,2017,5
2542,British Airways,BA,British Airways,BA,International,Europe,Passenger,Wide Body,Airbus,A388,30,25860210,2017,5
2543,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B738,696,101824800,2017,5
2544,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Passenger,Narrow Body,Boeing,B737,48,6201600,2017,5
2545,China Airlines,CI,China Airlines,CI,International,Asia,Passenger,Wide Body,Boeing,B773,14,7756000,2017,5
2546,United Airlines,UA,United Airlines,UA,International,Europe,Passenger,Wide Body,Boeing,B788,6,2280000,2017,5
2547,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Freighter,Wide Body,Boeing,B748,31,23653000,2017,5
2548,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ7,158,10586000,2017,5
2549,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Passenger,Wide Body,Airbus,A346,27,15416919,2017,5
2550,Thomas Cook Airlines,MT,Thomas Cook Airlines,MT,International,Europe,Passenger,Wide Body,Airbus,A332,5,2021638,2017,5
2551,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Passenger,Wide Body,Boeing,B773,13,7202000,2017,5
2552,EVA Airways,BR,EVA Airways,BR,International,Asia,Passenger,Wide Body,Boeing,B773,62,34348000,2017,5
2553,Virgin America,VX,Virgin America,VX,International,Mexico,Passenger,Narrow Body,Airbus,A320,39,5565564,2017,5
2554,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Passenger,Wide Body,Airbus,A346,31,17700907,2017,5
2555,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B739,1435,225525500,2017,5
2556,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Passenger,Narrow Body,Boeing,B738,48,7022400,2017,5
2557,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Passenger,Regional Jet,Bombardier,CRJ7,22,1474000,2017,5
2558,Redding Aero Enterprises,bxr,Redding Aero Enterprises,bxr,Domestic,US,Freighter,Turbo Prop,Cessna,C208,22,187000,2017,5
2559,Air China,CA,Air China,CA,International,Asia,Passenger,Wide Body,Boeing,B748,31,21142000,2017,5
2560,TACA,TA,TACA,TA,International,Central America,Passenger,Narrow Body,Airbus,A319,3,413367,2017,5
2561,United Airlines,UA,United Airlines,UA,International,Middle East,Passenger,Wide Body,Boeing,B788,32,12160000,2017,5
2562,China Eastern,MU,China Eastern,MU,International,Asia,Passenger,Wide Body,Boeing,B773,31,17174000,2017,5
2563,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,B753,219,49056000,2017,5
2564,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Airbus,A319,46,6338250,2017,5
2565,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Passenger,Wide Body,Boeing,B773,31,17174000,2017,5
2566,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Embraer,E175,24,1798968,2017,5
2567,Air India Limited,AI,Air India Limited,AI,International,Asia,Passenger,Wide Body,Boeing,B773,7,3878000,2017,5
2568,Jazz Aviation,QK,Air Canada,AC,International,Canada,Passenger,Regional Jet,Bombardier,CRJ9,13,976300,2017,5
2569,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Passenger,Regional Jet,Embraer,E170,13,974441,2017,5
2570,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B744,1,630000,2017,5
2571,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Passenger,Wide Body,Boeing,B773,21,11634000,2017,5
2572,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,B733,45,5130000,2017,5
2573,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,B734,5,605000,2017,5
2574,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Airbus,A320,61,8674078,2017,5
2575,United Airlines,UA,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,B788,75,28500000,2017,5
2576,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,B712,152,16720000,2017,5
2577,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Passenger,Wide Body,Boeing,B773,31,17174000,2017,5
2578,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Passenger,Regional Jet,Bombardier,CRJ2,30,1410000,2017,5
2579,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Passenger,Wide Body,Airbus,A333,3,1223565,2017,5
2580,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,Domestic,US,Freighter,Wide Body,Boeing,B762,46,12512000,2017,5
2581,Compass Airlines,CP,American Airlines,AA,Domestic,US,Passenger,Regional Jet,Embraer,E175,2,150356,2017,5
2582,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Passenger,Wide Body,Boeing,B789,31,13175000,2017,5
2583,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B764,1,350000,2017,5
2584,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Passenger,Wide Body,Boeing,B744,1,652000,2017,5
2585,Compass Airlines,CP,American Airlines,AA,Domestic,US,Passenger,Regional Jet,Embraer,E170,342,25710876,2017,5
2586,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,B738,178,25632000,2017,5
2587,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A319,24,3220800,2017,5
2588,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,B738,127,18580100,2017,5
2589,EVA Airways,BR,EVA Airways,BR,International,Asia,Freighter,Wide Body,Boeing,B744,4,2586000,2017,5
2590,Volaris Airlines,Y4,Volaris Airlines,Y4,International,Mexico,Passenger,Narrow Body,Airbus,A320,41,5965705,2017,5
2591,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A320,115,16445366,2017,5
2592,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Airbus,A320,31,4408138,2017,5
2593,Air Berlin,AB,Air Berlin,AB,International,Europe,Passenger,Wide Body,Airbus,A332,30,12037230,2017,5
2594,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Passenger,Narrow Body,Airbus,A321,296,50769328,2017,5
2595,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B789,20,8500000,2017,5
2596,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Passenger,Wide Body,Boeing,B789,25,10625000,2017,5
2597,China Eastern,MU,China Eastern,MU,International,Asia,Passenger,Wide Body,Airbus,A332,13,5158816,2017,5
2598,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Passenger,Wide Body,Boeing,B748,31,21142000,2017,5
2599,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,B739,67,10539100,2017,5
2600,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Embraer,E170,248,18589336,2017,5
2601,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A320,8,1160733,2017,5
2602,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Passenger,Regional Jet,Embraer,E170,31,2323667,2017,5
2603,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A320,198,28171739,2017,5
2604,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Passenger,Wide Body,Boeing,B773,22,12188000,2017,5
2605,WOW Air,WW,WOW Air,WW,International,Europe,Passenger,Wide Body,Airbus,A333,15,6117825,2017,5
2606,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,Boeing,B763,43,14018000,2017,5
2607,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Passenger,Wide Body,Boeing,B772,31,14260000,2017,5
2608,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Wide Body,Boeing,B789,2,850000,2017,5
2609,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Passenger,Narrow Body,Airbus,A320,237,33700926,2017,5
2610,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Boeing,B739,46,7235800,2017,5
2611,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Freighter,Wide Body,Boeing,B744,7,4592000,2017,5
2612,Virgin America,VX,Virgin America,VX,International,US,Passenger,Narrow Body,Airbus,A321,1,174606,2017,5
2613,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,B737,1174,150272000,2017,5
2614,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Passenger,Regional Jet,Embraer,E170,25,1873925,2017,5
2615,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Passenger,Wide Body,Airbus,A332,64,25679424,2017,5
2617,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Freighter,Wide Body,Boeing,B748,25,19075000,2017,5
2618,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Passenger,Wide Body,Airbus,A359,31,14147247,2017,5
2619,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Passenger,Wide Body,Boeing,B773,31,17174000,2017,5
2620,Virgin America,VX,Virgin America,VX,Domestic,US,Passenger,Narrow Body,Airbus,A320,1633,233300644,2017,5
2621,TACA,TA,TACA,TA,International,Central America,Passenger,Narrow Body,Airbus,A320,40,5820200,2017,5
2622,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,B738,195,28080000,2017,5
2623,United Airlines,UA,United Airlines,UA,International,Europe,Passenger,Wide Body,Boeing,B744,92,57960000,2017,5
2624,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Embraer,E170,131,9848318,2017,5
2625,United Airlines,UA,United Airlines,UA,International,Europe,Passenger,Wide Body,Boeing,B772,5,2300000,2017,5
2626,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B738,361,52814300,2017,5
2627,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A321,33,5660160,2017,5
2628,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,Domestic,US,Freighter,Wide Body,Boeing,B744,21,13944000,2017,5
2629,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Passenger,Narrow Body,Boeing,B737,3,387600,2017,5
2630,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Airbus,A319,418,57595384,2017,5
2631,Etihad Airways,EY,Etihad Airways,EY,International,Asia,Passenger,Wide Body,Boeing,B772,13,6396000,2017,5
2632,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B753,237,53088000,2017,5
2633,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Passenger,Wide Body,Airbus,A333,13,5359432,2017,5
2634,United Airlines,UA,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,B744,155,97650000,2017,5
2635,United Airlines,UA,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,B772,6,2790000,2017,5
2636,Swiss International,LX,Swiss International,LX,International,Europe,Passenger,Wide Body,Boeing,B773,31,17174000,2017,5
2637,United Airlines,UA,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,B789,85,36125000,2017,5
2638,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Passenger,Regional Jet,Embraer,E175,49,3672893,2017,5
2639,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,B752,288,57024000,2017,5
2640,Air France,AF,Air France,AF,International,Europe,Passenger,Wide Body,Airbus,A388,31,26380504,2017,5
2641,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A319,6,806892,2017,5
2642,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Passenger,Wide Body,Boeing,B773,31,17174000,2017,5
2643,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Passenger,Wide Body,Boeing,B773,31,17174000,2017,5
2644,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Passenger,Regional Jet,Embraer,E175,5,374785,2017,5
2645,Volaris Airlines,Y4,Volaris Airlines,Y4,International,Mexico,Passenger,Narrow Body,Airbus,A319,1,137789,2017,5
2646,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ7,23,1541000,2017,5
2647,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B788,39,14820000,2017,5
2648,Jazz Aviation,QK,Air Canada,AC,International,Canada,Passenger,Regional Jet,Bombardier,CRJ7,46,3454600,2017,5
